key,security_type,trading_hours_type,listing_market,main_code_flag,ths_code
170:APUS,ES,1,A,0,APUS.A
170:AREN,ES,1,A,0,AREN.A
170:ARMP,ES,1,A,0,ARMP.A
170:ASM,ES,1,A,0,ASM.A
170:ATCH,ES,1,A,0,ATCH.A
170:ATNM,ES,1,A,0,ATNM.A
170:AUST,ES,1,A,0,AUST.A
170:AWX,ES,1,A,0,AWX.A
170:AXIL,ES,1,A,0,AXIL.A
170:AZTR,ES,1,A,0,AZTR.A
170:BATL,ES,1,A,0,BATL.A
170:BCHT,ES,1,A,0,BCHT.A
170:BCV,ES,1,A,0,BCV.A
170:BCVpA,EP,1,A,0,BCVPRA.A
170:BDL,ES,1,A,0,BDL.A
170:BESS,ES,1,A,0,BESS.A
170:BESS.WS,RW,1,A,0,BESS.WS.A
170:BGI,ES,1,A,0,BGI.A
170:BHB,ES,1,A,0,BHB.A
170:BHM,ES,1,A,0,BHM.A
170:BKTI,ES,1,A,0,BKTI.A
170:BMNR,ES,1,A,0,BMNR.A
170:BQ,ES,1,A,0,BQ.A
170:BRBS,ES,1,A,0,BRBS.A
170:BRIA,ES,1,A,0,BRIA.A
170:BRN,ES,1,A,0,BRN.A
170:BTG,ES,1,A,1,BTG.A
170:BUDA,ES,1,A,0,BUDA.A
170:BURU,ES,1,A,0,BURU.A
170:CANF,ED,1,A,0,CANF.A
170:CATX,ES,1,A,0,CATX.A
170:CCEL,ES,1,A,0,CCEL.A
170:CET,ES,1,A,0,CET.A
170:CEV,ES,1,A,0,CEV.A
170:CHOW,ES,1,A,0,CHOW.A
170:CIK,ES,1,A,0,CIK.A
170:CITR,ES,1,A,0,CITR.A
170:CIX,ES,1,A,0,CIX.A
170:CKX,ES,1,A,0,CKX.A
170:CLDI,ES,1,A,0,CLDI.A
170:CLM,ES,1,A,0,CLM.A
170:CMCL,ES,1,A,0,CMCL.A
170:CMT,ES,1,A,0,CMT.A
170:CNL,ES,1,A,0,CNL.A
170:COE,ED,1,A,0,COE.A
170:COHN,ES,1,A,0,COHN.A
170:CPHI,ES,1,A,0,CPHI.A
170:CRF,ES,1,A,0,CRF.A
170:CTGO,ES,1,A,0,CTGO.A
170:CTM,ES,1,A,0,CTM.A
170:CVM,ES,1,A,0,CVM.A
170:CVR,ES,1,A,0,CVR.A
170:CVU,ES,1,A,0,CVU.A
170:DC,ES,1,A,0,DC.A
170:DDC,ES,1,A,0,DDC.A
170:DHY,ES,1,A,0,DHY.A
170:DIT,ES,1,A,0,DIT.A
170:DNN,ES,1,A,0,DNN.A
170:DSS,ES,1,A,0,DSS.A
170:DVS,ES,1,A,0,DVS.A
170:DXF,ED,1,A,0,DXF.A
170:EAD,ES,1,A,0,EAD.A
170:ECF,ES,1,A,0,ECF.A
170:ECFpA,EP,1,A,0,ECFPRA.A
170:EGG,ES,1,A,0,EGG.A
170:EIM,ES,1,A,0,EIM.A
170:ELA,ES,1,A,0,ELA.A
170:ELLO,ES,1,A,0,ELLO.A
170:ELMD,ES,1,A,0,ELMD.A
170:EONR,ES,1,A,0,EONR.A
170:EONR.WS,RW,1,A,0,EONR.WS.A
170:EP,ES,1,A,0,EP.A
170:EPM,ES,1,A,0,EPM.A
170:EQX,ES,1,A,0,EQX.A
170:ERC,ES,1,A,0,ERC.A
170:ERH,ES,1,A,0,ERH.A
170:ESP,ES,1,A,0,ESP.A
170:EVI,ES,1,A,0,EVI.A
170:EVV,ES,1,A,0,EVV.A
170:EXOD,ES,1,A,0,EXOD.A
170:FAX,ES,1,A,0,FAX.A
170:FCO,ES,1,A,0,FCO.A
170:FJET,ES,1,A,0,FJET.A
170:FLYX,ES,1,A,0,FLYX.A
170:FLYX.WS,RW,1,A,0,FLYX.WS.A
170:FSI,ES,1,A,0,FSI.A
170:FSP,ES,1,A,0,FSP.A
170:FTF,ES,1,A,0,FTF.A
170:FURY,ES,1,A,0,FURY.A
170:GAU,ES,1,A,0,GAU.A
170:GBR,ES,1,A,0,GBR.A
170:GCDT,ES,1,A,0,GCDT.A
170:GENC,ES,1,A,0,GENC.A
170:GGN,ES,1,A,0,GGN.A
170:GGNpB,EP,1,A,0,GGNPRB.A
170:GLDG,ES,1,A,0,GLDG.A
170:GLO,ES,1,A,0,GLO.A
170:GLQ,ES,1,A,0,GLQ.A
170:GLU,ES,1,A,0,GLU.A
170:GLUpA,EP,1,A,0,GLUPRA.A
170:GLUpB,EP,1,A,0,GLUPRB.A
170:GLV,ES,1,A,0,GLV.A
170:GNS,ES,1,A,0,GNS.A
170:GORO,ES,1,A,0,GORO.A
170:GPUS,ES,1,A,0,GPUS.A
170:GPUSpD,EP,1,A,0,GPUSPRD.A
170:GRAF,ES,1,A,0,GRAF.A
170:GRAF.U,EU,1,A,0,GRAF.U.A
170:GRAF.WS,RW,1,A,0,GRAF.WS.A
170:GRF,ES,1,A,0,GRF.A
170:GRO,ES,1,A,0,GRO.A
170:GROY,ES,1,A,0,GROY.A
170:GROY.WS,RW,1,A,0,GROY.WS.A
170:GTE,ES,1,A,0,GTE.A
170:HCWC,ES,1,A,0,HCWC.A
170:HSLV,ES,1,A,0,HSLV.A
170:HYLN,ES,1,A,0,HYLN.A
170:IAF,ES,1,A,0,IAF.A
170:IAUX,ES,1,A,0,IAUX.A
170:IAUX.WS,RW,1,A,0,IAUX.WS.A
170:IBO,ES,1,A,0,IBO.A
170:IDR,ES,1,A,0,IDR.A
170:IE,ES,1,A,0,IE.A
170:IGC,ES,1,A,0,IGC.A
170:IHT,ES,1,A,0,IHT.A
170:IMO,ES,1,A,0,IMO.A
170:INDO,ES,1,A,0,INDO.A
170:INFU,ES,1,A,0,INFU.A
170:INLX,ES,1,A,0,INLX.A
170:INTT,ES,1,A,0,INTT.A
170:INUV,ES,1,A,0,INUV.A
170:IOR,ES,1,A,0,IOR.A
170:ISOU,ES,1,A,0,ISOU.A
170:ITP,ES,1,A,0,ITP.A
170:ITRG,ES,1,A,0,ITRG.A
170:JAGU,ES,1,A,0,JAGU.A
170:JMG,ES,1,A,0,JMG.A
170:JOB,ES,1,A,0,JOB.A
170:KAPA,ES,1,A,0,KAPA.A
170:KNRX,ES,1,A,0,KNRX.A
170:KULR,ES,1,A,1,KULR.A
170:LCTX,ES,1,A,0,LCTX.A
170:LEGO,ES,1,A,0,LEGO.A
170:LEGO.U,EU,1,A,0,LEGO.U.A
170:LEGO.WS,RW,1,A,0,LEGO.WS.A
170:LEGT,ES,1,A,0,LEGT.A
170:LEGT.U,EU,1,A,0,LEGT.U.A
170:LEGT.WS,RW,1,A,0,LEGT.WS.A
170:LGCY,ES,1,A,0,LGCY.A
170:LGL,ES,1,A,0,LGL.A
170:LGPS,ES,1,A,0,LGPS.A
170:LODE,ES,1,A,0,LODE.A
170:LPA,ES,1,A,0,LPA.A
170:LSF,ES,1,A,0,LSF.A
170:LUD,ES,1,A,0,LUD.A
170:MAIA,ES,1,A,0,MAIA.A
170:MCRP,ES,1,A,0,MCRP.A
170:MGLD,ES,1,A,0,MGLD.A
170:MHH,ES,1,A,0,MHH.A
170:MI,ES,1,A,0,MI.A
170:MINE,ES,1,A,0,MINE.A
170:MITQ,ES,1,A,0,MITQ.A
170:MLSS,ES,1,A,0,MLSS.A
170:MMA,ES,1,A,0,MMA.A
170:MPTI,ES,1,A,0,MPTI.A
170:MPU,ES,1,A,0,MPU.A
170:MRT,ES,1,A,0,MRT.A
170:MSN,ES,1,A,0,MSN.A
170:MTA,ES,1,A,0,MTA.A
170:MTNB,ES,1,A,0,MTNB.A
170:MWG,ES,1,A,0,MWG.A
170:MXC,ES,1,A,0,MXC.A
170:MYND,ED,1,A,0,MYND.A
170:MYO,ES,1,A,0,MYO.A
170:NAK,ES,1,A,0,NAK.A
170:NBH,ES,1,A,0,NBH.A
170:NBY,ES,1,A,0,NBY.A
170:NCL,ES,1,A,0,NCL.A
170:NEN,ED,1,A,0,NEN.A
170:NEWP,ES,1,A,0,NEWP.A
170:NFGC,ES,1,A,0,NFGC.A
170:NG,ES,1,A,0,NG.A
170:NGD,ES,1,A,0,NGD.A
170:NHC,ES,1,A,0,NHC.A
170:NHS,ES,1,A,0,NHS.A
170:NML,ES,1,A,0,NML.A
170:NNVC,ES,1,A,0,NNVC.A
170:NRO,ES,1,A,0,NRO.A
170:NRXS,ES,1,A,0,NRXS.A
170:NSRX,ES,1,A,0,NSRX.A
170:NTIP,ES,1,A,0,NTIP.A
170:OBE,ES,1,A,0,OBE.A
170:OGEN,ES,1,A,0,OGEN.A
170:OPHC,ES,1,A,0,OPHC.A
170:OPPpC,EP,1,A,0,OPPPRC.A
170:OPTT,ES,1,A,0,OPTT.A
170:ORLA,ES,1,A,0,ORLA.A
170:OSTX,ES,1,A,0,OSTX.A
170:OTH,ES,1,A,0,OTH.A
170:OZ,EU,1,A,0,OZ.A
170:PAPL,ES,1,A,0,PAPL.A
170:PCGpA,EP,1,A,0,PCGPRA.A
170:PCGpB,EP,1,A,0,PCGPRB.A
170:PCGpC,EP,1,A,0,PCGPRC.A
170:PCGpD,EP,1,A,0,PCGPRD.A
170:PCGpE,EP,1,A,0,PCGPRE.A
170:PCGpG,EP,1,A,0,PCGPRG.A
170:PCGpH,EP,1,A,0,PCGPRH.A
170:PCGpI,EP,1,A,0,PCGPRI.A
170:PED,ES,1,A,0,PED.A
170:PHGE,ES,1,A,0,PHGE.A
170:PHXEp,EP,1,A,0,PHXEPR.A
170:PLAG,ES,1,A,0,PLAG.A
170:PLG,ES,1,A,0,PLG.A
170:PLX,ES,1,A,0,PLX.A
170:PMI,ES,1,A,0,PMI.A
170:PMNT,ES,1,A,0,PMNT.A
170:POAS,ES,1,A,0,POAS.A
170:PRK,ES,1,A,0,PRK.A
170:PTHS,ES,1,A,0,PTHS.A
170:PTN,ES,1,A,0,PTN.A
170:PW,ES,1,A,0,PW.A
170:PWpA,EP,1,A,0,PWPRA.A
170:PZG,ES,1,A,0,PZG.A
170:QNC,ES,1,A,0,QNC.A
170:RCG,ES,1,A,0,RCG.A
170:REED,ES,1,A,0,REED.A
170:REI,ES,1,A,0,REI.A
170:REPX,ES,1,A,0,REPX.A
170:RGNT,ES,1,A,0,RGNT.A
170:RLGT,ES,1,A,0,RLGT.A
170:ROLR,ES,1,A,0,ROLR.A
170:RVP,ES,1,A,0,RVP.A
170:RYDE,ES,1,A,0,RYDE.A
170:SACH,ES,1,A,0,SACH.A
170:SACHpA,EP,1,A,0,SACHPRA.A
170:SBEV,ES,1,A,0,SBEV.A
170:SEB,ES,1,A,0,SEB.A
170:SER,ES,1,A,0,SER.A
170:SIF,ES,1,A,0,SIF.A
170:SIM,ED,1,A,0,SIM.A
170:SLI,ES,1,A,0,SLI.A
170:SLND,ES,1,A,0,SLND.A
170:SLND.WS,RW,1,A,0,SLND.WS.A
170:SLSR,ES,1,A,0,SLSR.A
170:SMJF,ES,1,A,0,SMJF.A
170:SOAR,ES,1,A,0,SOAR.A
170:SRXH,ES,1,A,0,SRXH.A
170:STRW,ES,1,A,0,STRW.A
170:STXS,ES,1,A,0,STXS.A
170:SVM,ES,1,A,0,SVM.A
170:SYNX,ES,1,A,0,SYNX.A
170:TCGL,ES,1,A,0,TCGL.A
170:TGB,ES,1,A,0,TGB.A
170:TGE.WS,RW,1,A,0,TGE.WS.A
170:TGEN,ES,1,A,0,TGEN.A
170:THM,ES,1,A,0,THM.A
170:TII,ES,1,A,0,TII.A
170:TMDE,ES,1,A,0,TMDE.A
170:TMP,ES,1,A,0,TMP.A
170:TMQ,ES,1,A,0,TMQ.A
170:TOON,ES,1,A,0,TOON.A
170:TOPP,ES,1,A,0,TOPP.A
170:TOPS,ES,1,A,0,TOPS.A
170:TOVX,ES,1,A,0,TOVX.A
170:TPET,ES,1,A,0,TPET.A
170:TRT,ES,1,A,0,TRT.A
170:TRX,ES,1,A,0,TRX.A
170:UAC,ES,1,A,0,UAC.A
170:UAC.U,EU,1,A,0,UAC.U.A
170:UAC.WS,RW,1,A,0,UAC.WS.A
170:UAVS,ES,1,A,0,UAVS.A
170:UEC,ES,1,A,0,UEC.A
170:UMAC,ES,1,A,0,UMAC.A
170:URG,ES,1,A,0,URG.A
170:USAS,ES,1,A,0,USAS.A
170:USBC,ES,1,A,0,USBC.A
170:UTG,ES,1,A,0,UTG.A
170:UUU,ES,1,A,0,UUU.A
170:UUUU,ES,1,A,0,UUUU.A
170:VENU,ES,1,A,0,VENU.A
170:VFL,ES,1,A,0,VFL.A
170:VGZ,ES,1,A,0,VGZ.A
170:VKI,ES,1,A,0,VKI.A
170:VNRX,ES,1,A,0,VNRX.A
170:VNTG,ES,1,A,0,VNTG.A
170:VTAK,ES,1,A,0,VTAK.A
170:VZLA,ES,1,A,0,VZLA.A
170:WRN,ES,1,A,0,WRN.A
170:WWR,ES,1,A,0,WWR.A
170:WYY,ES,1,A,0,WYY.A
170:XPL,ES,1,A,0,XPL.A
170:XTNT,ES,1,A,0,XTNT.A
170:YCBD,ES,1,A,0,YCBD.A
170:ZDGE,ES,1,A,0,ZDGE.A
170:ZONE,ES,1,A,0,ZONE.A
171:AAAA,CE,1,Z,0,AAAA.B
171:AAAU,CE,1,Z,0,AAAU.B
171:AAPR,CE,1,Z,0,AAPR.B
171:AAPW,CE,1,Z,0,AAPW.B
171:AAPX,CE,1,Z,0,AAPX.B
171:AAPY,CE,1,Z,0,AAPY.B
171:AAUM,CE,1,Z,0,AAUM.B
171:ABFL,CE,1,Z,0,ABFL.B
171:ABLD,CE,1,Z,0,ABLD.B
171:ABLG,CE,1,Z,0,ABLG.B
171:ABLS,CE,1,Z,0,ABLS.B
171:ABOT,CE,1,Z,0,ABOT.B
171:ABXB,CE,1,Z,0,ABXB.B
171:ACIO,CE,1,Z,0,ACIO.B
171:ACSG,CE,1,Z,0,ACSG.B
171:ACSI,CE,1,Z,0,ACSI.B
171:ACSV,CE,1,Z,0,ACSV.B
171:ACWV,CE,1,Z,0,ACWV.B
171:ADFI,CE,1,Z,0,ADFI.B
171:ADME,CE,1,Z,0,ADME.B
171:AEMS,CE,1,Z,0,AEMS.B
171:AESR,CE,1,Z,0,AESR.B
171:AFIF,CE,1,Z,0,AFIF.B
171:AFRU,CE,1,Z,0,AFRU.B
171:AIOO,CE,1,Z,0,AIOO.B
171:AJAN,CE,1,Z,0,AJAN.B
171:AJUL,CE,1,Z,0,AJUL.B
171:AMDW,CE,1,Z,0,AMDW.B
171:AMZP,CE,1,Z,0,AMZP.B
171:AMZW,CE,1,Z,0,AMZW.B
171:AOCT,CE,1,Z,0,AOCT.B
171:APHU,CE,1,Z,0,APHU.B
171:APLX,CE,1,Z,0,APLX.B
171:APLZ,CE,1,Z,0,APLZ.B
171:APOC,CE,1,Z,0,APOC.B
171:APRB,CE,1,Z,0,APRB.B
171:APRH,CE,1,Z,0,APRH.B
171:APRJ,CE,1,Z,0,APRJ.B
171:APRP,CE,1,Z,0,APRP.B
171:APRT,CE,1,Z,0,APRT.B
171:APRW,CE,1,Z,0,APRW.B
171:APRZ,CE,1,Z,0,APRZ.B
171:APXM,CE,1,Z,0,APXM.B
171:AQEC,CE,1,Z,0,AQEC.B
171:AQLT,CE,1,Z,0,AQLT.B
171:ARCM,CE,1,Z,0,ARCM.B
171:ARCX,CE,1,Z,0,ARCX.B
171:ARKB,CE,1,Z,0,ARKB.B
171:ARKD,CE,1,Z,0,ARKD.B
171:ARKF,CE,1,Z,0,ARKF.B
171:ARKG,CE,1,Z,0,ARKG.B
171:ARKK,CE,1,Z,0,ARKK.B
171:ARKQ,CE,1,Z,0,ARKQ.B
171:ARKT,CE,1,Z,0,ARKT.B
171:ARKW,CE,1,Z,0,ARKW.B
171:ARKX,CE,1,Z,0,ARKX.B
171:ARLU,CE,1,Z,0,ARLU.B
171:ARMW,CE,1,Z,0,ARMW.B
171:ARWG,CE,1,Z,0,ARWG.B
171:ASTN,CE,1,Z,0,ASTN.B
171:ASTX,CE,1,Z,0,ASTX.B
171:ATMP,CE,1,Z,0,ATMP.B
171:ATTR,CE,1,Z,0,ATTR.B
171:AUGM,CE,1,Z,0,AUGM.B
171:AUGP,CE,1,Z,0,AUGP.B
171:AUGT,CE,1,Z,0,AUGT.B
171:AUGU,CE,1,Z,0,AUGU.B
171:AUGW,CE,1,Z,0,AUGW.B
171:AUGZ,CE,1,Z,0,AUGZ.B
171:AVGW,CE,1,Z,0,AVGW.B
171:AVRY,CE,1,Z,0,AVRY.B
171:BABW,CE,1,Z,0,BABW.B
171:BAGY,CE,1,Z,0,BAGY.B
171:BALI,CE,1,Z,0,BALI.B
171:BALT,CE,1,Z,0,BALT.B
171:BAMA,CE,1,Z,0,BAMA.B
171:BAMB,CE,1,Z,0,BAMB.B
171:BAMD,CE,1,Z,0,BAMD.B
171:BAMG,CE,1,Z,0,BAMG.B
171:BAMO,CE,1,Z,0,BAMO.B
171:BAMU,CE,1,Z,0,BAMU.B
171:BAMV,CE,1,Z,0,BAMV.B
171:BAMY,CE,1,Z,0,BAMY.B
171:BAPR,CE,1,Z,0,BAPR.B
171:BAUG,CE,1,Z,0,BAUG.B
171:BBAX,CE,1,Z,0,BBAX.B
171:BBCA,CE,1,Z,0,BBCA.B
171:BBEM,CE,1,Z,0,BBEM.B
171:BBEU,CE,1,Z,0,BBEU.B
171:BBHY,CE,1,Z,0,BBHY.B
171:BBIB,CE,1,Z,0,BBIB.B
171:BBIN,CE,1,Z,0,BBIN.B
171:BBJP,CE,1,Z,0,BBJP.B
171:BBLB,CE,1,Z,0,BBLB.B
171:BBRE,CE,1,Z,0,BBRE.B
171:BBSB,CE,1,Z,0,BBSB.B
171:BBUS,CE,1,Z,0,BBUS.B
171:BCCC,CE,1,Z,0,BCCC.B
171:BCHP,CE,1,Z,0,BCHP.B
171:BCKT,CE,1,Z,0,BCKT.B
171:BDEC,CE,1,Z,0,BDEC.B
171:BEGS,CE,1,Z,0,BEGS.B
171:BEMB,CE,1,Z,0,BEMB.B
171:BESF,CE,1,Z,0,BESF.B
171:BEX,CE,1,Z,0,BEX.B
171:BEZ,CE,1,Z,0,BEZ.B
171:BFEB,CE,1,Z,0,BFEB.B
171:BFLB,CE,1,Z,0,BFLB.B
171:BGLD,CE,1,Z,0,BGLD.B
171:BHYB,CE,1,Z,0,BHYB.B
171:BILT,CE,1,Z,0,BILT.B
171:BINV,CE,1,Z,0,BINV.B
171:BITK,CE,1,Z,0,BITK.B
171:BITX,CE,1,Z,0,BITX.B
171:BITY,CE,1,Z,0,BITY.B
171:BJAN,CE,1,Z,0,BJAN.B
171:BJUL,CE,1,Z,0,BJUL.B
171:BJUN,CE,1,Z,0,BJUN.B
171:BKGI,CE,1,Z,0,BKGI.B
171:BLDG,CE,1,Z,0,BLDG.B
171:BMAR,CE,1,Z,0,BMAR.B
171:BMAY,CE,1,Z,0,BMAY.B
171:BMNU,CE,1,Z,0,BMNU.B
171:BNDY,CE,1,Z,0,BNDY.B
171:BNOV,CE,1,Z,0,BNOV.B
171:BOCT,CE,1,Z,0,BOCT.B
171:BOXA,CE,1,Z,0,BOXA.B
171:BOXX,CE,1,Z,0,BOXX.B
171:BRKW,CE,1,Z,0,BRKW.B
171:BRLN,CE,1,Z,0,BRLN.B
171:BSEP,CE,1,Z,0,BSEP.B
171:BSMC,CE,1,Z,0,BSMC.B
171:BTCI,CE,1,Z,0,BTCI.B
171:BTCL,CE,1,Z,0,BTCL.B
171:BTCO,CE,1,Z,0,BTCO.B
171:BTCW,CE,1,Z,0,BTCW.B
171:BTCZ,CE,1,Z,0,BTCZ.B
171:BTFL,CE,1,Z,0,BTFL.B
171:BUFB,CE,1,Z,0,BUFB.B
171:BUFD,CE,1,Z,0,BUFD.B
171:BUFF,CE,1,Z,0,BUFF.B
171:BUFG,CE,1,Z,0,BUFG.B
171:BUFH,CE,1,Z,0,BUFH.B
171:BUFP,CE,1,Z,0,BUFP.B
171:BUFQ,CE,1,Z,0,BUFQ.B
171:BUFR,CE,1,Z,0,BUFR.B
171:BUFS,CE,1,Z,0,BUFS.B
171:BUFT,CE,1,Z,0,BUFT.B
171:BUFX,CE,1,Z,0,BUFX.B
171:BUFY,CE,1,Z,0,BUFY.B
171:BUFZ,CE,1,Z,0,BUFZ.B
171:BUSA,CE,1,Z,0,BUSA.B
171:BUYW,CE,1,Z,0,BUYW.B
171:BUYZ,CE,1,Z,0,BUYZ.B
171:BWTG,CE,1,Z,0,BWTG.B
171:CABZ,CE,1,Z,0,CABZ.B
171:CALF,CE,1,Z,0,CALF.B
171:CAOS,CE,1,Z,0,CAOS.B
171:CBOA,CE,1,Z,0,CBOA.B
171:CBOE,ES,1,Z,1,CBOE.B
171:CBOJ,CE,1,Z,0,CBOJ.B
171:CBOL,CE,1,Z,0,CBOL.B
171:CBOO,CE,1,Z,0,CBOO.B
171:CBOY,CE,1,Z,0,CBOY.B
171:CBTA,CE,1,Z,0,CBTA.B
171:CBTJ,CE,1,Z,0,CBTJ.B
171:CBTL,CE,1,Z,0,CBTL.B
171:CBTO,CE,1,Z,0,CBTO.B
171:CBTY,CE,1,Z,0,CBTY.B
171:CBXA,CE,1,Z,0,CBXA.B
171:CBXJ,CE,1,Z,0,CBXJ.B
171:CBXL,CE,1,Z,0,CBXL.B
171:CBXO,CE,1,Z,0,CBXO.B
171:CBXY,CE,1,Z,0,CBXY.B
171:CCUP,CE,1,Z,0,CCUP.B
171:CEFS,CE,1,Z,0,CEFS.B
171:CEFZ,CE,1,Z,0,CEFZ.B
171:CEGX,CE,1,Z,0,CEGX.B
171:CEMB,CE,1,Z,0,CEMB.B
171:CFIT,CE,1,Z,0,CFIT.B
171:CIFU,CE,1,Z,0,CIFU.B
171:CLSE,CE,1,Z,0,CLSE.B
171:CLSX,CE,1,Z,0,CLSX.B
171:CLSZ,CE,1,Z,0,CLSZ.B
171:CMCI,CE,1,Z,0,CMCI.B
171:CNAV,CE,1,Z,0,CNAV.B
171:CNYA,CE,1,Z,0,CNYA.B
171:COHX,CE,1,Z,0,COHX.B
171:COII,CE,1,Z,0,COII.B
171:COIO,CE,1,Z,0,COIO.B
171:COIW,CE,1,Z,0,COIW.B
171:COMD,CE,1,Z,0,COMD.B
171:COPA,CE,1,Z,0,COPA.B
171:CORD,CE,1,Z,0,CORD.B
171:COSW,CE,1,Z,0,COSW.B
171:COWZ,CE,1,Z,0,COWZ.B
171:COZX,CE,1,Z,0,COZX.B
171:CPSL,CE,1,Z,0,CPSL.B
171:CRCD,CE,1,Z,0,CRCD.B
171:CRDU,CE,1,Z,0,CRDU.B
171:CRMX,CE,1,Z,0,CRMX.B
171:CRWU,CE,1,Z,0,CRWU.B
171:CSEX,CE,1,Z,0,CSEX.B
171:CSM,CE,1,Z,0,CSM.B
171:CSTK,CE,1,Z,0,CSTK.B
171:CTEF,CE,1,Z,0,CTEF.B
171:CTIF,CE,1,Z,0,CTIF.B
171:CVAR,CE,1,Z,0,CVAR.B
171:CWII,CE,1,Z,0,CWII.B
171:CWVX,CE,1,Z,0,CWVX.B
171:DAPR,CE,1,Z,0,DAPR.B
171:DAUG,CE,1,Z,0,DAUG.B
171:DDEC,CE,1,Z,0,DDEC.B
171:DDFD,CE,1,Z,0,DDFD.B
171:DDFF,CE,1,Z,0,DDFF.B
171:DDFJ,CE,1,Z,0,DDFJ.B
171:DDFL,CE,1,Z,0,DDFL.B
171:DDFM,CE,1,Z,0,DDFM.B
171:DDFN,CE,1,Z,0,DDFN.B
171:DDFO,CE,1,Z,0,DDFO.B
171:DDFS,CE,1,Z,0,DDFS.B
171:DDLS,CE,1,Z,0,DDLS.B
171:DDNQ,CE,1,Z,0,DDNQ.B
171:DDSQ,CE,1,Z,0,DDSQ.B
171:DDTD,CE,1,Z,0,DDTD.B
171:DDTF,CE,1,Z,0,DDTF.B
171:DDTJ,CE,1,Z,0,DDTJ.B
171:DDTL,CE,1,Z,0,DDTL.B
171:DDTM,CE,1,Z,0,DDTM.B
171:DDTN,CE,1,Z,0,DDTN.B
171:DDTO,CE,1,Z,0,DDTO.B
171:DDTS,CE,1,Z,0,DDTS.B
171:DDV,CE,1,Z,0,DDV.B
171:DDWM,CE,1,Z,0,DDWM.B
171:DDX,CE,1,Z,0,DDX.B
171:DDXX,CE,1,Z,0,DDXX.B
171:DECM,CE,1,Z,0,DECM.B
171:DECP,CE,1,Z,0,DECP.B
171:DECT,CE,1,Z,0,DECT.B
171:DECU,CE,1,Z,0,DECU.B
171:DECW,CE,1,Z,0,DECW.B
171:DECZ,CE,1,Z,0,DECZ.B
171:DEFR,CE,1,Z,0,DEFR.B
171:DFEB,CE,1,Z,0,DFEB.B
171:DFIC,CE,1,Z,0,DFIC.B
171:DFIS,CE,1,Z,0,DFIS.B
171:DFNL,CE,1,Z,0,DFNL.B
171:DGJA,CE,1,Z,0,DGJA.B
171:DGOC,CE,1,Z,0,DGOC.B
171:DHDG,CE,1,Z,0,DHDG.B
171:DIHP,CE,1,Z,0,DIHP.B
171:DINT,CE,1,Z,0,DINT.B
171:DISV,CE,1,Z,0,DISV.B
171:DIVB,CE,1,Z,0,DIVB.B
171:DIVN,CE,1,Z,0,DIVN.B
171:DJAN,CE,1,Z,0,DJAN.B
171:DJTU,CE,1,Z,0,DJTU.B
171:DJUL,CE,1,Z,0,DJUL.B
171:DJUN,CE,1,Z,0,DJUN.B
171:DLAG,CE,1,Z,0,DLAG.B
171:DLFE,CE,1,Z,0,DLFE.B
171:DLNV,CE,1,Z,0,DLNV.B
171:DMAR,CE,1,Z,0,DMAR.B
171:DMAX,CE,1,Z,0,DMAX.B
171:DMAY,CE,1,Z,0,DMAY.B
171:DNOV,CE,1,Z,0,DNOV.B
171:DOCT,CE,1,Z,0,DOCT.B
171:DOGD,CE,1,Z,0,DOGD.B
171:DOGG,CE,1,Z,0,DOGG.B
171:DOJE,CE,1,Z,0,DOJE.B
171:DRGN,CE,1,Z,0,DRGN.B
171:DRNL,CE,1,Z,0,DRNL.B
171:DRSK,CE,1,Z,0,DRSK.B
171:DSEP,CE,1,Z,0,DSEP.B
171:DUBS,CE,1,Z,0,DUBS.B
171:DURA,CE,1,Z,0,DURA.B
171:DUSA,CE,1,Z,0,DUSA.B
171:DVVY,CE,1,Z,0,DVVY.B
171:DWLD,CE,1,Z,0,DWLD.B
171:EALT,CE,1,Z,0,EALT.B
171:EAOA,CE,1,Z,0,EAOA.B
171:EAOK,CE,1,Z,0,EAOK.B
171:EAOM,CE,1,Z,0,EAOM.B
171:EAOR,CE,1,Z,0,EAOR.B
171:ECH,CE,1,Z,0,ECH.B
171:EDEN,CE,1,Z,0,EDEN.B
171:EDGE,CE,1,Z,0,EDGE.B
171:EEMV,CE,1,Z,0,EEMV.B
171:EFAD,CE,1,Z,0,EFAD.B
171:EFAV,CE,1,Z,0,EFAV.B
171:EFG,CE,1,Z,0,EFG.B
171:EFNL,CE,1,Z,0,EFNL.B
171:EFV,CE,1,Z,0,EFV.B
171:EGUS,CE,1,Z,0,EGUS.B
171:EHY,CE,1,Z,0,EHY.B
171:EMDV,CE,1,Z,0,EMDV.B
171:EMGF,CE,1,Z,0,EMGF.B
171:EMHY,CE,1,Z,0,EMHY.B
171:EMTL,CE,1,Z,0,EMTL.B
171:ENOR,CE,1,Z,0,ENOR.B
171:ENPX,CE,1,Z,0,ENPX.B
171:EOSU,CE,1,Z,0,EOSU.B
171:EPRF,CE,1,Z,0,EPRF.B
171:EQLT,CE,1,Z,0,EQLT.B
171:ESG,CE,1,Z,0,ESG.B
171:ESGG,CE,1,Z,0,ESGG.B
171:ESGV,CE,1,Z,1,ESGV.B
171:ESK,CE,1,Z,0,ESK.B
171:ESML,CE,1,Z,0,ESML.B
171:ETHU,CE,1,Z,0,ETHU.B
171:ETHV,CE,1,Z,0,ETHV.B
